ztfname,gal_type,SN_component,sn_bulge_prob,sn_bar_prob,SB_local_c,SB_local_g,SB_local_r,SB_local_g_err,SB_local_r_err,R25_g,R25_r,R25_err,gal_Re,gal_ecc,gal_pa
ZTF18aauhxce,bulge+bar+disk,disk,5.457790948351051e-12,1.2026776462790683e-24,0.4716014078909119,24.78564934980674,24.314047941915828,0.0185337936358514,0.0183445871589102,24.656632008366003,27.325242080258896,0.059359682575577,10.311354093377632,0.2062704163529543,0.2181521791137937
ZTF18aaumlfl,disk,disk,0.0,0.0,0.5544629637387395,24.25921689255781,23.70475392881907,0.0149277075960662,0.0126452090554121,19.17957133675938,21.635606516256985,0.0521507704214269,8.071753252138926,0.053634334714265,0.6487426109013129
ZTF18aauocnw,disk,disk,0.0,0.0,0.5179323274691292,22.157917993940867,21.639985666471738,0.0070480439830135,0.006610223106802,11.740986164120365,12.888200912265132,0.0115381242357591,4.036245173497368,0.0976945665175297,3.1472878604955854
ZTF18aauvnhh,disk,disk,0.0,0.0,0.5108033253317998,20.99570948275295,20.48490615742115,0.0152552081945404,0.0145728584699126,10.317850554741286,11.41380567953637,0.0216577606939676,3.909713124032194,0.1116831825154556,0.4684764920493446
ZTF18aauworo,disk,disk,0.0,0.0,0.4607160778956114,25.30993330218873,24.84921722429312,0.009280310489517,0.0092663085838339,10.800274517472362,12.169132740771031,0.0215550039859718,5.414158144498219,0.5110519036255126,2.1247762899369422
ZTF18aauxltf,bulge,elliptical,0.0,0.0,0.6389585471752532,23.73711882568563,23.098160278510377,0.020998773888091,0.0209426632282396,20.824924786813085,25.42399586482407,0.0410808458652861,4.795506947420619,0.2457829666084536,2.2444452302421203
ZTF18aavjnfx,disk,disk,0.0,0.0,0.3700364280754158,24.28652318033676,23.916486752261346,0.0106724486252289,0.0095862344246081,4.7844237685948166,5.378280716653699,0.024643650353748,2.9244432499301745,0.0899816263806861,2.5657801537478284
ZTF18aavniyw,bulge,elliptical,0.0,0.0,0.7137250900784267,23.69506654142617,22.981341451347745,0.0202745213627863,0.0205277134499422,8.782538081066175,10.798295045190844,0.0111199667706315,1.4817314639532988,0.5027030355494508,1.8026021596496824
ZTF18aavrmlf,bulge,elliptical,0.0,0.0,0.7876348043880377,19.898765335246964,19.11113053085893,0.0957936981758339,0.0951422516581759,19.87565497495857,26.701637534247816,0.1297942955250128,4.218858143873258,0.4584256369681508,2.2039766291144987
ZTF18aavrwhu,disk,disk,0.0,0.0,0.3938168557196988,22.28377326928021,21.889956413560512,0.0156314531482342,0.0150361280049875,16.187862264473797,17.480019796828525,0.0228801489026314,5.978978604691181,0.5364504133645287,2.325019071101565
ZTF18aawdpnm,bulge,elliptical,0.0,0.0,0.740333461256732,23.69175162408194,22.95141816282521,0.0345254851154656,0.0347059742083733,26.694723564897387,35.545793153539584,0.1431192574668297,10.269300724255505,0.335337408423393,1.2024111092794725
ZTF18aawmvbj,disk,disk,0.0,0.0,0.2894049819556059,23.70334636657898,23.41394138462337,0.0138450192974344,0.0141250162545797,12.580391807985526,13.393245301480544,0.0424711101747464,5.118139393094597,0.2894650211120297,1.1911823937139907
ZTF18aawmxdx,bulge+disk,bulge,3.469420738588667,0.0,0.7137547808496336,20.13576531370208,19.422010532852447,0.0610662634190182,0.0640959363502087,16.07058898546791,17.799859006456575,0.0697481598567534,8.55766839194774,0.2990615968646082,3.051727815999291
ZTF18aaxdrjn,bulge+disk,disk,0.0005186737487083,0.0,0.7940143189263935,22.853213865268884,22.05919954634249,0.0247461188152586,0.0260036505553911,21.553926934909697,25.456803797329112,0.0402307816192063,8.957571808634007,0.4931190165417759,1.1632605827736
ZTF18aaxmmyt,bulge,elliptical,0.0,0.0,0.7116285404574612,19.440597142101687,18.728968601644223,0.0094257337368557,0.0096083172330608,8.27531219333867,9.900161450521756,0.0106215464149784,2.3874124393856104,0.1779273208045806,2.860251870412724
ZTF18aaxokeg,disk,disk,0.0,0.0,0.5948962601097634,19.73349740707122,19.138601146961456,0.0141674019086603,0.0142670430160877,9.132893682113066,10.085139328454504,0.0084733262227613,2.916846623627084,0.4689495566555615,1.1845730060162407
ZTF18aaxrabr,bulge,elliptical,0.0,0.0,0.8053430025010826,24.174616275489427,23.369273272988345,0.3602273722243758,0.3593132497647004,22.402320122471806,31.62290474136891,2.208591105492041,13.117091529278548,0.115852467965433,2.443052067001608
ZTF18aaxsioa,bulge,elliptical,0.0,0.0,0.6663671342435045,22.695854562730467,22.029487428486963,0.0354869050858221,0.0350264974830411,4.388246077987361,5.470039423446789,0.0285697324328578,1.795939158734657,0.0934910025268519,3.051174663165133
ZTF18aaxvpsw,bulge,elliptical,0.0,0.0,0.7769323176029559,18.76084472842777,17.983912410824814,0.314557681946623,0.3143706112468342,15.941847968222255,22.51251379090084,1.7466472770718224,11.658604967128817,0.0711165011985428,0.8125815262320597
ZTF18aaxxewy,disk,disk,0.0,0.0,0.4106719261046443,22.168472437038627,21.757800510933983,0.0082184569190155,0.0080001033768217,7.487181444566355,7.996987309635016,0.0089525661312851,2.262120047409566,0.2591444929193459,1.3674503020475135
ZTF18aayiahw,bulge,elliptical,0.0,0.0,0.7278033974361655,24.70928445599088,23.98148105855471,0.1128877766360421,0.1130715492024672,21.79015953456716,29.98345190530332,0.8188866361946016,15.025306373296658,0.1111690248425163,1.5978083920024628
ZTF18aayidfz,bulge,elliptical,0.0,0.0,0.7149714862304322,26.94503420977784,26.230062723547405,0.0384093814734314,0.0382716636609125,39.28163693758909,51.45618345313886,0.2457451734717075,14.390412944036967,0.2310941755628131,2.836379774532748
